file_name,model_type,prompt_detail,temp,completion_id,compiled,correct
completions_llama/completion_L_t0.7_15.c,llama,L,0.7,15,0,0
completions_llama/completion_L_t0.7_16.c,llama,L,0.7,16,0,0
completions_llama/completion_L_t0.7_17.c,llama,L,0.7,17,0,0
completions_llama/completion_L_t0.7_18.c,llama,L,0.7,18,0,0
completions_llama/completion_L_t0.7_19.c,llama,L,0.7,19,0,0
completions_llama/completion_L_t0.7_20.c,llama,L,0.7,20,0,0
completions_llama/completion_L_t0.7_21.c,llama,L,0.7,21,0,0
completions_llama/completion_L_t0.7_22.c,llama,L,0.7,22,0,0
completions_llama/completion_L_t0.7_23.c,llama,L,0.7,23,0,0
completions_llama/completion_L_t0.7_24.c,llama,L,0.7,24,0,0
completions_llama/completion_L_t0.7_25.c,llama,L,0.7,25,0,0
completions_llama/completion_L_t0.7_26.c,llama,L,0.7,26,0,0
completions_llama/completion_L_t0.7_27.c,llama,L,0.7,27,0,0
completions_llama/completion_L_t0.7_28.c,llama,L,0.7,28,0,0
completions_llama/completion_L_t0.7_29.c,llama,L,0.7,29,0,0
completions_llama/completion_L_t0.7_30.c,llama,L,0.7,30,1,0
completions_llama/completion_L_t0.7_31.c,llama,L,0.7,31,0,0
completions_llama/completion_L_t0.7_32.c,llama,L,0.7,32,0,0
completions_llama/completion_L_t0.7_33.c,llama,L,0.7,33,0,0
completions_llama/completion_L_t0.7_34.c,llama,L,0.7,34,0,0
completions_llama/completion_L_t0.7_35.c,llama,L,0.7,35,0,0
completions_llama/completion_L_t0.7_36.c,llama,L,0.7,36,0,0
completions_llama/completion_L_t0.7_37.c,llama,L,0.7,37,0,0
completions_llama/completion_L_t0.7_38.c,llama,L,0.7,38,0,0
completions_llama/completion_L_t0.7_39.c,llama,L,0.7,39,0,0
completions_llama/completion_L_t0.7_40.c,llama,L,0.7,40,0,0
completions_llama/completion_L_t0.7_41.c,llama,L,0.7,41,0,0
completions_llama/completion_L_t0.7_42.c,llama,L,0.7,42,0,0
completions_llama/completion_L_t0.7_43.c,llama,L,0.7,43,0,0
completions_llama/completion_L_t0.7_44.c,llama,L,0.7,44,0,0
completions_llama/completion_L_t0.7_45.c,llama,L,0.7,45,0,0
completions_llama/completion_L_t0.7_46.c,llama,L,0.7,46,0,0
completions_llama/completion_L_t0.7_47.c,llama,L,0.7,47,0,0
completions_llama/completion_L_t0.7_48.c,llama,L,0.7,48,0,0
completions_llama/completion_L_t0.7_49.c,llama,L,0.7,49,0,0
completions_llama/completion_L_t0.7_50.c,llama,L,0.7,50,1,0
completions_llama/completion_L_t0.7_51.c,llama,L,0.7,51,0,0
completions_llama/completion_L_t0.7_52.c,llama,L,0.7,52,0,0
completions_llama/completion_L_t0.7_53.c,llama,L,0.7,53,0,0
completions_llama/completion_L_t0.7_54.c,llama,L,0.7,54,0,0
completions_llama/completion_L_t0.7_55.c,llama,L,0.7,55,0,0
completions_llama/completion_L_t0.7_56.c,llama,L,0.7,56,0,0
completions_llama/completion_L_t0.7_57.c,llama,L,0.7,57,0,0
completions_llama/completion_L_t0.7_58.c,llama,L,0.7,58,0,0
completions_llama/completion_L_t0.7_59.c,llama,L,0.7,59,0,0
completions_llama/completion_L_t0.7_60.c,llama,L,0.7,60,1,0
completions_llama/completion_L_t0.7_61.c,llama,L,0.7,61,0,0
completions_llama/completion_L_t0.7_62.c,llama,L,0.7,62,0,0
completions_llama/completion_L_t0.7_63.c,llama,L,0.7,63,0,0
completions_llama/completion_L_t0.7_64.c,llama,L,0.7,64,1,1
completions_llama/completion_L_t0.7_65.c,llama,L,0.7,65,0,0
completions_llama/completion_L_t0.7_66.c,llama,L,0.7,66,0,0
completions_llama/completion_L_t0.7_67.c,llama,L,0.7,67,0,0
completions_llama/completion_L_t0.7_68.c,llama,L,0.7,68,0,0
completions_llama/completion_L_t0.7_69.c,llama,L,0.7,69,0,0
completions_llama/completion_L_t0.7_70.c,llama,L,0.7,70,0,0
completions_llama/completion_L_t0.7_71.c,llama,L,0.7,71,0,0
completions_llama/completion_L_t0.7_72.c,llama,L,0.7,72,0,0
completions_llama/completion_L_t0.7_73.c,llama,L,0.7,73,0,0
completions_llama/completion_L_t0.7_74.c,llama,L,0.7,74,0,0
completions_llama/completion_L_t0.7_75.c,llama,L,0.7,75,0,0
completions_llama/completion_L_t0.7_76.c,llama,L,0.7,76,0,0
completions_llama/completion_L_t0.7_77.c,llama,L,0.7,77,0,0
completions_llama/completion_L_t0.7_78.c,llama,L,0.7,78,0,0
completions_llama/completion_L_t0.7_79.c,llama,L,0.7,79,0,0
completions_llama/completion_L_t0.7_80.c,llama,L,0.7,80,0,0
completions_llama/completion_L_t0.7_81.c,llama,L,0.7,81,0,0
completions_llama/completion_L_t0.7_82.c,llama,L,0.7,82,0,0
completions_llama/completion_L_t0.7_83.c,llama,L,0.7,83,0,0
completions_llama/completion_L_t0.7_84.c,llama,L,0.7,84,0,0
completions_llama/completion_L_t0.7_85.c,llama,L,0.7,85,0,0
completions_llama/completion_L_t0.7_86.c,llama,L,0.7,86,0,0
completions_llama/completion_L_t0.7_87.c,llama,L,0.7,87,0,0
completions_llama/completion_L_t0.7_88.c,llama,L,0.7,88,0,0
completions_llama/completion_L_t0.7_89.c,llama,L,0.7,89,0,0
completions_llama/completion_L_t0.7_90.c,llama,L,0.7,90,0,0
completions_llama/completion_L_t0.7_91.c,llama,L,0.7,91,0,0
completions_llama/completion_L_t0.7_92.c,llama,L,0.7,92,0,0
completions_llama/completion_L_t0.7_93.c,llama,L,0.7,93,1,1
completions_llama/completion_L_t0.7_94.c,llama,L,0.7,94,0,0
completions_llama/completion_L_t0.7_95.c,llama,L,0.7,95,0,0
completions_llama/completion_L_t0.7_96.c,llama,L,0.7,96,0,0
completions_llama/completion_L_t0.7_97.c,llama,L,0.7,97,0,0
completions_llama/completion_L_t0.7_98.c,llama,L,0.7,98,0,0
completions_llama/completion_L_t0.7_99.c,llama,L,0.7,99,0,0
completions_llama/completion_L_t1.0_0.c,llama,L,1.0,0,0,0
completions_llama/completion_L_t1.0_1.c,llama,L,1.0,1,1,0
completions_llama/completion_L_t1.0_2.c,llama,L,1.0,2,0,0
completions_llama/completion_L_t1.0_3.c,llama,L,1.0,3,0,0
completions_llama/completion_L_t1.0_4.c,llama,L,1.0,4,0,0
completions_llama/completion_L_t1.0_5.c,llama,L,1.0,5,0,0
completions_llama/completion_L_t1.0_6.c,llama,L,1.0,6,0,0
completions_llama/completion_L_t1.0_7.c,llama,L,1.0,7,0,0
completions_llama/completion_L_t1.0_8.c,llama,L,1.0,8,0,0
completions_llama/completion_L_t1.0_9.c,llama,L,1.0,9,0,0
completions_llama/completion_L_t1.0_10.c,llama,L,1.0,10,0,0
completions_llama/completion_L_t1.0_11.c,llama,L,1.0,11,0,0
completions_llama/completion_L_t1.0_12.c,llama,L,1.0,12,0,0
completions_llama/completion_L_t1.0_13.c,llama,L,1.0,13,0,0
completions_llama/completion_L_t1.0_14.c,llama,L,1.0,14,0,0
completions_llama/completion_L_t1.0_15.c,llama,L,1.0,15,0,0
completions_llama/completion_L_t1.0_16.c,llama,L,1.0,16,0,0
completions_llama/completion_L_t1.0_17.c,llama,L,1.0,17,0,0
completions_llama/completion_L_t1.0_18.c,llama,L,1.0,18,1,0
completions_llama/completion_L_t1.0_19.c,llama,L,1.0,19,0,0
completions_llama/completion_L_t1.0_20.c,llama,L,1.0,20,0,0
completions_llama/completion_L_t1.0_21.c,llama,L,1.0,21,1,0
completions_llama/completion_L_t1.0_22.c,llama,L,1.0,22,1,0
completions_llama/completion_L_t1.0_23.c,llama,L,1.0,23,0,0
completions_llama/completion_L_t1.0_24.c,llama,L,1.0,24,0,0
completions_llama/completion_L_t1.0_25.c,llama,L,1.0,25,0,0
completions_llama/completion_L_t1.0_26.c,llama,L,1.0,26,0,0
completions_llama/completion_L_t1.0_27.c,llama,L,1.0,27,0,0
completions_llama/completion_L_t1.0_28.c,llama,L,1.0,28,0,0
completions_llama/completion_L_t1.0_29.c,llama,L,1.0,29,0,0
completions_llama/completion_L_t1.0_30.c,llama,L,1.0,30,0,0
completions_llama/completion_L_t1.0_31.c,llama,L,1.0,31,0,0
completions_llama/completion_L_t1.0_32.c,llama,L,1.0,32,0,0
completions_llama/completion_L_t1.0_33.c,llama,L,1.0,33,0,0
completions_llama/completion_L_t1.0_34.c,llama,L,1.0,34,0,0
completions_llama/completion_L_t1.0_35.c,llama,L,1.0,35,0,0
completions_llama/completion_L_t1.0_36.c,llama,L,1.0,36,0,0
completions_llama/completion_L_t1.0_37.c,llama,L,1.0,37,0,0
completions_llama/completion_L_t1.0_38.c,llama,L,1.0,38,0,0
completions_llama/completion_L_t1.0_39.c,llama,L,1.0,39,0,0
completions_llama/completion_L_t1.0_40.c,llama,L,1.0,40,0,0
completions_llama/completion_L_t1.0_41.c,llama,L,1.0,41,0,0
completions_llama/completion_L_t1.0_42.c,llama,L,1.0,42,0,0
completions_llama/completion_L_t1.0_43.c,llama,L,1.0,43,0,0
completions_llama/completion_L_t1.0_44.c,llama,L,1.0,44,0,0
completions_llama/completion_L_t1.0_45.c,llama,L,1.0,45,0,0
completions_llama/completion_L_t1.0_46.c,llama,L,1.0,46,0,0
completions_llama/completion_L_t1.0_47.c,llama,L,1.0,47,0,0
completions_llama/completion_L_t1.0_48.c,llama,L,1.0,48,0,0
completions_llama/completion_L_t1.0_49.c,llama,L,1.0,49,0,0
completions_llama/completion_L_t1.0_50.c,llama,L,1.0,50,1,0
completions_llama/completion_L_t1.0_51.c,llama,L,1.0,51,0,0
completions_llama/completion_L_t1.0_52.c,llama,L,1.0,52,0,0
completions_llama/completion_L_t1.0_53.c,llama,L,1.0,53,0,0
completions_llama/completion_L_t1.0_54.c,llama,L,1.0,54,0,0
completions_llama/completion_L_t1.0_55.c,llama,L,1.0,55,0,0
completions_llama/completion_L_t1.0_56.c,llama,L,1.0,56,0,0
completions_llama/completion_L_t1.0_57.c,llama,L,1.0,57,0,0
completions_llama/completion_L_t1.0_58.c,llama,L,1.0,58,0,0
completions_llama/completion_L_t1.0_59.c,llama,L,1.0,59,0,0
completions_llama/completion_L_t1.0_60.c,llama,L,1.0,60,0,0
completions_llama/completion_L_t1.0_61.c,llama,L,1.0,61,0,0
completions_llama/completion_L_t1.0_62.c,llama,L,1.0,62,1,0
completions_llama/completion_L_t1.0_63.c,llama,L,1.0,63,0,0
completions_llama/completion_L_t1.0_64.c,llama,L,1.0,64,0,0
completions_llama/completion_L_t1.0_65.c,llama,L,1.0,65,0,0
completions_llama/completion_L_t1.0_66.c,llama,L,1.0,66,0,0
completions_llama/completion_L_t1.0_67.c,llama,L,1.0,67,0,0
completions_llama/completion_L_t1.0_68.c,llama,L,1.0,68,0,0
completions_llama/completion_L_t1.0_69.c,llama,L,1.0,69,1,0
completions_llama/completion_L_t1.0_70.c,llama,L,1.0,70,0,0
completions_llama/completion_L_t1.0_71.c,llama,L,1.0,71,0,0
completions_llama/completion_L_t1.0_72.c,llama,L,1.0,72,0,0
completions_llama/completion_L_t1.0_73.c,llama,L,1.0,73,0,0
completions_llama/completion_L_t1.0_74.c,llama,L,1.0,74,0,0
completions_llama/completion_L_t1.0_75.c,llama,L,1.0,75,0,0
completions_llama/completion_L_t1.0_76.c,llama,L,1.0,76,0,0
completions_llama/completion_L_t1.0_77.c,llama,L,1.0,77,0,0
completions_llama/completion_L_t1.0_78.c,llama,L,1.0,78,0,0
completions_llama/completion_L_t1.0_79.c,llama,L,1.0,79,0,0
completions_llama/completion_L_t1.0_80.c,llama,L,1.0,80,0,0
completions_llama/completion_L_t1.0_81.c,llama,L,1.0,81,0,0
completions_llama/completion_L_t1.0_82.c,llama,L,1.0,82,0,0
completions_llama/completion_L_t1.0_83.c,llama,L,1.0,83,0,0
completions_llama/completion_L_t1.0_84.c,llama,L,1.0,84,1,0
completions_llama/completion_L_t1.0_85.c,llama,L,1.0,85,0,0
completions_llama/completion_L_t1.0_86.c,llama,L,1.0,86,0,0
completions_llama/completion_L_t1.0_87.c,llama,L,1.0,87,0,0
completions_llama/completion_L_t1.0_88.c,llama,L,1.0,88,0,0
completions_llama/completion_L_t1.0_89.c,llama,L,1.0,89,0,0
completions_llama/completion_L_t1.0_90.c,llama,L,1.0,90,0,0
completions_llama/completion_L_t1.0_91.c,llama,L,1.0,91,0,0
completions_llama/completion_L_t1.0_92.c,llama,L,1.0,92,0,0
completions_llama/completion_L_t1.0_93.c,llama,L,1.0,93,0,0
completions_llama/completion_L_t1.0_94.c,llama,L,1.0,94,0,0
completions_llama/completion_L_t1.0_95.c,llama,L,1.0,95,0,0
completions_llama/completion_L_t1.0_96.c,llama,L,1.0,96,0,0
completions_llama/completion_L_t1.0_97.c,llama,L,1.0,97,0,0
completions_llama/completion_L_t1.0_98.c,llama,L,1.0,98,0,0
completions_llama/completion_L_t1.0_99.c,llama,L,1.0,99,0,0
completions_llama/completion_M_t0.1_0.c,llama,M,0.1,0,0,0
completions_llama/completion_M_t0.1_1.c,llama,M,0.1,1,0,0
completions_llama/completion_M_t0.1_2.c,llama,M,0.1,2,0,0
completions_llama/completion_M_t0.1_3.c,llama,M,0.1,3,0,0
completions_llama/completion_M_t0.1_4.c,llama,M,0.1,4,0,0
completions_llama/completion_M_t0.1_5.c,llama,M,0.1,5,0,0
completions_llama/completion_M_t0.1_6.c,llama,M,0.1,6,0,0
completions_llama/completion_M_t0.1_7.c,llama,M,0.1,7,0,0
completions_llama/completion_M_t0.1_8.c,llama,M,0.1,8,0,0
completions_llama/completion_M_t0.1_9.c,llama,M,0.1,9,0,0
completions_llama/completion_M_t0.1_10.c,llama,M,0.1,10,0,0
completions_llama/completion_M_t0.1_11.c,llama,M,0.1,11,0,0
completions_llama/completion_M_t0.1_12.c,llama,M,0.1,12,0,0
completions_llama/completion_M_t0.1_13.c,llama,M,0.1,13,0,0
completions_llama/completion_M_t0.1_14.c,llama,M,0.1,14,0,0
completions_llama/completion_M_t0.1_15.c,llama,M,0.1,15,0,0
completions_llama/completion_M_t0.1_16.c,llama,M,0.1,16,0,0
completions_llama/completion_M_t0.1_17.c,llama,M,0.1,17,0,0
completions_llama/completion_M_t0.1_18.c,llama,M,0.1,18,0,0
completions_llama/completion_M_t0.1_19.c,llama,M,0.1,19,0,0
completions_llama/completion_M_t0.1_20.c,llama,M,0.1,20,0,0
completions_llama/completion_M_t0.1_21.c,llama,M,0.1,21,0,0
completions_llama/completion_M_t0.1_22.c,llama,M,0.1,22,0,0
completions_llama/completion_M_t0.1_23.c,llama,M,0.1,23,0,0
completions_llama/completion_M_t0.1_24.c,llama,M,0.1,24,0,0
completions_llama/completion_M_t0.1_25.c,llama,M,0.1,25,0,0
completions_llama/completion_M_t0.1_26.c,llama,M,0.1,26,0,0
completions_llama/completion_M_t0.1_27.c,llama,M,0.1,27,0,0
completions_llama/completion_M_t0.1_28.c,llama,M,0.1,28,0,0
completions_llama/completion_M_t0.1_29.c,llama,M,0.1,29,0,0
completions_llama/completion_M_t0.1_30.c,llama,M,0.1,30,0,0
completions_llama/completion_M_t0.1_31.c,llama,M,0.1,31,0,0
completions_llama/completion_M_t0.1_32.c,llama,M,0.1,32,0,0
completions_llama/completion_M_t0.1_33.c,llama,M,0.1,33,0,0
completions_llama/completion_M_t0.1_34.c,llama,M,0.1,34,0,0
completions_llama/completion_M_t0.1_35.c,llama,M,0.1,35,0,0
completions_llama/completion_M_t0.1_36.c,llama,M,0.1,36,0,0
completions_llama/completion_M_t0.1_37.c,llama,M,0.1,37,0,0
completions_llama/completion_M_t0.1_38.c,llama,M,0.1,38,0,0
completions_llama/completion_M_t0.1_39.c,llama,M,0.1,39,0,0
completions_llama/completion_M_t0.1_40.c,llama,M,0.1,40,0,0
completions_llama/completion_M_t0.1_41.c,llama,M,0.1,41,0,0
completions_llama/completion_M_t0.1_42.c,llama,M,0.1,42,0,0
completions_llama/completion_M_t0.1_43.c,llama,M,0.1,43,0,0
completions_llama/completion_M_t0.1_44.c,llama,M,0.1,44,0,0
completions_llama/completion_M_t0.1_45.c,llama,M,0.1,45,0,0
completions_llama/completion_M_t0.1_46.c,llama,M,0.1,46,0,0
completions_llama/completion_M_t0.1_47.c,llama,M,0.1,47,0,0
completions_llama/completion_M_t0.1_48.c,llama,M,0.1,48,0,0
completions_llama/completion_M_t0.1_49.c,llama,M,0.1,49,0,0
completions_llama/completion_M_t0.1_50.c,llama,M,0.1,50,0,0
completions_llama/completion_M_t0.1_51.c,llama,M,0.1,51,0,0
completions_llama/completion_M_t0.1_52.c,llama,M,0.1,52,0,0
completions_llama/completion_M_t0.1_53.c,llama,M,0.1,53,0,0
completions_llama/completion_M_t0.1_54.c,llama,M,0.1,54,0,0
completions_llama/completion_M_t0.1_55.c,llama,M,0.1,55,0,0
completions_llama/completion_M_t0.1_56.c,llama,M,0.1,56,0,0
completions_llama/completion_M_t0.1_57.c,llama,M,0.1,57,0,0
completions_llama/completion_M_t0.1_58.c,llama,M,0.1,58,0,0
completions_llama/completion_M_t0.1_59.c,llama,M,0.1,59,0,0
completions_llama/completion_M_t0.1_60.c,llama,M,0.1,60,0,0
completions_llama/completion_M_t0.1_61.c,llama,M,0.1,61,0,0
completions_llama/completion_M_t0.1_62.c,llama,M,0.1,62,0,0
completions_llama/completion_M_t0.1_63.c,llama,M,0.1,63,0,0
completions_llama/completion_M_t0.1_64.c,llama,M,0.1,64,0,0
completions_llama/completion_M_t0.1_65.c,llama,M,0.1,65,0,0
completions_llama/completion_M_t0.1_66.c,llama,M,0.1,66,0,0
completions_llama/completion_M_t0.1_67.c,llama,M,0.1,67,0,0
completions_llama/completion_M_t0.1_68.c,llama,M,0.1,68,0,0
completions_llama/completion_M_t0.1_69.c,llama,M,0.1,69,0,0
completions_llama/completion_M_t0.1_70.c,llama,M,0.1,70,0,0
completions_llama/completion_M_t0.1_71.c,llama,M,0.1,71,0,0
completions_llama/completion_M_t0.1_72.c,llama,M,0.1,72,0,0
completions_llama/completion_M_t0.1_73.c,llama,M,0.1,73,0,0
completions_llama/completion_M_t0.1_74.c,llama,M,0.1,74,0,0
completions_llama/completion_M_t0.1_75.c,llama,M,0.1,75,0,0
completions_llama/completion_M_t0.1_76.c,llama,M,0.1,76,0,0
completions_llama/completion_M_t0.1_77.c,llama,M,0.1,77,0,0
completions_llama/completion_M_t0.1_78.c,llama,M,0.1,78,0,0
completions_llama/completion_M_t0.1_79.c,llama,M,0.1,79,0,0
completions_llama/completion_M_t0.1_80.c,llama,M,0.1,80,0,0
completions_llama/completion_M_t0.1_81.c,llama,M,0.1,81,0,0
completions_llama/completion_M_t0.1_82.c,llama,M,0.1,82,0,0
completions_llama/completion_M_t0.1_83.c,llama,M,0.1,83,0,0
completions_llama/completion_M_t0.1_84.c,llama,M,0.1,84,0,0
completions_llama/completion_M_t0.1_85.c,llama,M,0.1,85,0,0
completions_llama/completion_M_t0.1_86.c,llama,M,0.1,86,0,0
completions_llama/completion_M_t0.1_87.c,llama,M,0.1,87,0,0
completions_llama/completion_M_t0.1_88.c,llama,M,0.1,88,0,0
completions_llama/completion_M_t0.1_89.c,llama,M,0.1,89,0,0
completions_llama/completion_M_t0.1_90.c,llama,M,0.1,90,0,0
completions_llama/completion_M_t0.1_91.c,llama,M,0.1,91,0,0
completions_llama/completion_M_t0.1_92.c,llama,M,0.1,92,0,0
completions_llama/completion_M_t0.1_93.c,llama,M,0.1,93,0,0
completions_llama/completion_M_t0.1_94.c,llama,M,0.1,94,0,0
completions_llama/completion_M_t0.1_95.c,llama,M,0.1,95,0,0
completions_llama/completion_M_t0.1_96.c,llama,M,0.1,96,0,0
completions_llama/completion_M_t0.1_97.c,llama,M,0.1,97,0,0
completions_llama/completion_M_t0.1_98.c,llama,M,0.1,98,0,0
completions_llama/completion_M_t0.1_99.c,llama,M,0.1,99,0,0
completions_llama/completion_M_t0.3_0.c,llama,M,0.3,0,0,0
completions_llama/completion_M_t0.3_1.c,llama,M,0.3,1,0,0
completions_llama/completion_M_t0.3_2.c,llama,M,0.3,2,0,0
completions_llama/completion_M_t0.3_3.c,llama,M,0.3,3,0,0
completions_llama/completion_M_t0.3_4.c,llama,M,0.3,4,0,0
completions_llama/completion_M_t0.3_5.c,llama,M,0.3,5,0,0
completions_llama/completion_M_t0.3_6.c,llama,M,0.3,6,0,0
completions_llama/completion_M_t0.3_7.c,llama,M,0.3,7,0,0
completions_llama/completion_M_t0.3_8.c,llama,M,0.3,8,0,0
completions_llama/completion_M_t0.3_9.c,llama,M,0.3,9,0,0
completions_llama/completion_M_t0.3_10.c,llama,M,0.3,10,0,0
completions_llama/completion_M_t0.3_11.c,llama,M,0.3,11,0,0
completions_llama/completion_M_t0.3_12.c,llama,M,0.3,12,0,0
completions_llama/completion_M_t0.3_13.c,llama,M,0.3,13,0,0
completions_llama/completion_M_t0.3_14.c,llama,M,0.3,14,0,0
completions_llama/completion_M_t0.3_15.c,llama,M,0.3,15,0,0
completions_llama/completion_M_t0.3_16.c,llama,M,0.3,16,0,0
completions_llama/completion_M_t0.3_17.c,llama,M,0.3,17,0,0
completions_llama/completion_M_t0.3_18.c,llama,M,0.3,18,0,0
completions_llama/completion_M_t0.3_19.c,llama,M,0.3,19,0,0
completions_llama/completion_M_t0.3_20.c,llama,M,0.3,20,0,0
completions_llama/completion_M_t0.3_21.c,llama,M,0.3,21,0,0
completions_llama/completion_M_t0.3_22.c,llama,M,0.3,22,0,0
completions_llama/completion_M_t0.3_23.c,llama,M,0.3,23,0,0
completions_llama/completion_M_t0.3_24.c,llama,M,0.3,24,0,0
completions_llama/completion_M_t0.3_25.c,llama,M,0.3,25,0,0
completions_llama/completion_M_t0.3_26.c,llama,M,0.3,26,0,0
completions_llama/completion_M_t0.3_27.c,llama,M,0.3,27,0,0
completions_llama/completion_M_t0.3_28.c,llama,M,0.3,28,0,0
completions_llama/completion_M_t0.3_29.c,llama,M,0.3,29,0,0
completions_llama/completion_M_t0.3_30.c,llama,M,0.3,30,0,0
completions_llama/completion_M_t0.3_31.c,llama,M,0.3,31,0,0
completions_llama/completion_M_t0.3_32.c,llama,M,0.3,32,0,0
completions_llama/completion_M_t0.3_33.c,llama,M,0.3,33,0,0
completions_llama/completion_M_t0.3_34.c,llama,M,0.3,34,0,0
completions_llama/completion_M_t0.3_35.c,llama,M,0.3,35,0,0
completions_llama/completion_M_t0.3_36.c,llama,M,0.3,36,0,0
completions_llama/completion_M_t0.3_37.c,llama,M,0.3,37,0,0
completions_llama/completion_M_t0.3_38.c,llama,M,0.3,38,0,0
completions_llama/completion_M_t0.3_39.c,llama,M,0.3,39,0,0
completions_llama/completion_M_t0.3_40.c,llama,M,0.3,40,0,0
completions_llama/completion_M_t0.3_41.c,llama,M,0.3,41,0,0
completions_llama/completion_M_t0.3_42.c,llama,M,0.3,42,0,0
completions_llama/completion_M_t0.3_43.c,llama,M,0.3,43,0,0
completions_llama/completion_M_t0.3_44.c,llama,M,0.3,44,0,0
completions_llama/completion_M_t0.3_45.c,llama,M,0.3,45,0,0
completions_llama/completion_M_t0.3_46.c,llama,M,0.3,46,0,0
completions_llama/completion_M_t0.3_47.c,llama,M,0.3,47,0,0
completions_llama/completion_M_t0.3_48.c,llama,M,0.3,48,0,0
completions_llama/completion_M_t0.3_49.c,llama,M,0.3,49,0,0
completions_llama/completion_M_t0.3_50.c,llama,M,0.3,50,0,0
completions_llama/completion_M_t0.3_51.c,llama,M,0.3,51,0,0
completions_llama/completion_M_t0.3_52.c,llama,M,0.3,52,0,0
completions_llama/completion_M_t0.3_53.c,llama,M,0.3,53,0,0
completions_llama/completion_M_t0.3_54.c,llama,M,0.3,54,0,0
completions_llama/completion_M_t0.3_55.c,llama,M,0.3,55,0,0
completions_llama/completion_M_t0.3_56.c,llama,M,0.3,56,0,0
completions_llama/completion_M_t0.3_57.c,llama,M,0.3,57,0,0
completions_llama/completion_M_t0.3_58.c,llama,M,0.3,58,0,0
completions_llama/completion_M_t0.3_59.c,llama,M,0.3,59,0,0
completions_llama/completion_M_t0.3_60.c,llama,M,0.3,60,0,0
completions_llama/completion_M_t0.3_61.c,llama,M,0.3,61,0,0
completions_llama/completion_M_t0.3_62.c,llama,M,0.3,62,0,0
completions_llama/completion_M_t0.3_63.c,llama,M,0.3,63,0,0
completions_llama/completion_M_t0.3_64.c,llama,M,0.3,64,0,0
completions_llama/completion_M_t0.3_65.c,llama,M,0.3,65,0,0
completions_llama/completion_M_t0.3_66.c,llama,M,0.3,66,0,0
completions_llama/completion_M_t0.3_67.c,llama,M,0.3,67,0,0
completions_llama/completion_M_t0.3_68.c,llama,M,0.3,68,0,0
completions_llama/completion_M_t0.3_69.c,llama,M,0.3,69,0,0
completions_llama/completion_M_t0.3_70.c,llama,M,0.3,70,0,0
completions_llama/completion_M_t0.3_71.c,llama,M,0.3,71,0,0
completions_llama/completion_M_t0.3_72.c,llama,M,0.3,72,0,0
completions_llama/completion_M_t0.3_73.c,llama,M,0.3,73,0,0
completions_llama/completion_M_t0.3_74.c,llama,M,0.3,74,0,0
completions_llama/completion_M_t0.3_75.c,llama,M,0.3,75,0,0
completions_llama/completion_M_t0.3_76.c,llama,M,0.3,76,0,0
completions_llama/completion_M_t0.3_77.c,llama,M,0.3,77,0,0
completions_llama/completion_M_t0.3_78.c,llama,M,0.3,78,0,0
completions_llama/completion_M_t0.3_79.c,llama,M,0.3,79,0,0
completions_llama/completion_M_t0.3_80.c,llama,M,0.3,80,0,0
completions_llama/completion_M_t0.3_81.c,llama,M,0.3,81,0,0
completions_llama/completion_M_t0.3_82.c,llama,M,0.3,82,0,0
completions_llama/completion_M_t0.3_83.c,llama,M,0.3,83,0,0
completions_llama/completion_M_t0.3_84.c,llama,M,0.3,84,0,0
completions_llama/completion_M_t0.3_85.c,llama,M,0.3,85,0,0
completions_llama/completion_M_t0.3_86.c,llama,M,0.3,86,0,0
completions_llama/completion_M_t0.3_87.c,llama,M,0.3,87,0,0
completions_llama/completion_M_t0.3_88.c,llama,M,0.3,88,0,0
completions_llama/completion_M_t0.3_89.c,llama,M,0.3,89,0,0
completions_llama/completion_M_t0.3_90.c,llama,M,0.3,90,0,0
completions_llama/completion_M_t0.3_91.c,llama,M,0.3,91,0,0
completions_llama/completion_M_t0.3_92.c,llama,M,0.3,92,0,0
completions_llama/completion_M_t0.3_93.c,llama,M,0.3,93,0,0
completions_llama/completion_M_t0.3_94.c,llama,M,0.3,94,0,0
completions_llama/completion_M_t0.3_95.c,llama,M,0.3,95,0,0
completions_llama/completion_M_t0.3_96.c,llama,M,0.3,96,0,0
completions_llama/completion_M_t0.3_97.c,llama,M,0.3,97,0,0
completions_llama/completion_M_t0.3_98.c,llama,M,0.3,98,0,0
completions_llama/completion_M_t0.3_99.c,llama,M,0.3,99,0,0
completions_llama/completion_M_t0.5_0.c,llama,M,0.5,0,0,0
completions_llama/completion_M_t0.5_1.c,llama,M,0.5,1,0,0
completions_llama/completion_M_t0.5_2.c,llama,M,0.5,2,0,0
completions_llama/completion_M_t0.5_3.c,llama,M,0.5,3,0,0
completions_llama/completion_M_t0.5_4.c,llama,M,0.5,4,0,0
completions_llama/completion_M_t0.5_5.c,llama,M,0.5,5,0,0
completions_llama/completion_M_t0.5_6.c,llama,M,0.5,6,0,0
completions_llama/completion_M_t0.5_7.c,llama,M,0.5,7,0,0
completions_llama/completion_M_t0.5_8.c,llama,M,0.5,8,0,0
completions_llama/completion_M_t0.5_9.c,llama,M,0.5,9,0,0
completions_llama/completion_M_t0.5_10.c,llama,M,0.5,10,1,1
completions_llama/completion_M_t0.5_11.c,llama,M,0.5,11,0,0
completions_llama/completion_M_t0.5_12.c,llama,M,0.5,12,0,0
completions_llama/completion_M_t0.5_13.c,llama,M,0.5,13,0,0
