file_name,model_type,prompt_detail,temp,completion_id,compiled,passed_bench,correct,last_val,area
completions_gpt4/completion_H_t0.5_47.v,gpt4,H,0.5,47.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_48.v,gpt4,H,0.5,48.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_49.v,gpt4,H,0.5,49.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_50.v,gpt4,H,0.5,50.0,1,1,0,x,2391.441394
completions_gpt4/completion_H_t0.5_51.v,gpt4,H,0.5,51.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_52.v,gpt4,H,0.5,52.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_53.v,gpt4,H,0.5,53.0,1,1,0,53255074309018715675849149836701766556017,2021.130231
completions_gpt4/completion_H_t0.5_54.v,gpt4,H,0.5,54.0,1,1,0,x,644.13695
completions_gpt4/completion_H_t0.5_55.v,gpt4,H,0.5,55.0,1,1,0,53255074309018715675849149836701766556017,236.96179
completions_gpt4/completion_H_t0.5_56.v,gpt4,H,0.5,56.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_57.v,gpt4,H,0.5,57.0,1,0,0,,
completions_gpt4/completion_H_t0.5_58.v,gpt4,H,0.5,58.0,0,0,0,,
completions_gpt4/completion_H_t0.5_59.v,gpt4,H,0.5,59.0,1,1,0,x,673.038323
completions_gpt4/completion_H_t0.5_60.v,gpt4,H,0.5,60.0,1,1,0,53255074309018715675849149836701766556017,276.725759
completions_gpt4/completion_H_t0.5_61.v,gpt4,H,0.5,61.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_62.v,gpt4,H,0.5,62.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_63.v,gpt4,H,0.5,63.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_64.v,gpt4,H,0.5,64.0,1,1,0,53255074309018715675849149836701766556017,2021.130231
completions_gpt4/completion_H_t0.5_65.v,gpt4,H,0.5,65.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_66.v,gpt4,H,0.5,66.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_67.v,gpt4,H,0.5,67.0,1,1,0,x,398.622715
completions_gpt4/completion_H_t0.5_68.v,gpt4,H,0.5,68.0,1,1,0,x,
completions_gpt4/completion_H_t0.5_69.v,gpt4,H,0.5,69.0,1,0,0,,
completions_gpt4/completion_H_t0.5_70.v,gpt4,H,0.5,70.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_71.v,gpt4,H,0.5,71.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_72.v,gpt4,H,0.5,72.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_73.v,gpt4,H,0.5,73.0,1,1,0,905099153250451282968344197162458269695,
completions_gpt4/completion_H_t0.5_74.v,gpt4,H,0.5,74.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_75.v,gpt4,H,0.5,75.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_76.v,gpt4,H,0.5,76.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_77.v,gpt4,H,0.5,77.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_78.v,gpt4,H,0.5,78.0,0,0,0,,
completions_gpt4/completion_H_t0.5_79.v,gpt4,H,0.5,79.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_80.v,gpt4,H,0.5,80.0,1,1,0,52313341923420081511616694473302694139797,282.083327
completions_gpt4/completion_H_t0.5_81.v,gpt4,H,0.5,81.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_82.v,gpt4,H,0.5,82.0,1,1,0,x,553.648119
completions_gpt4/completion_H_t0.5_83.v,gpt4,H,0.5,83.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_84.v,gpt4,H,0.5,84.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_85.v,gpt4,H,0.5,85.0,1,1,0,x,670.92479
completions_gpt4/completion_H_t0.5_86.v,gpt4,H,0.5,86.0,1,1,0,x,553.648119
completions_gpt4/completion_H_t0.5_87.v,gpt4,H,0.5,87.0,1,1,0,0,2156.10163
completions_gpt4/completion_H_t0.5_88.v,gpt4,H,0.5,88.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_89.v,gpt4,H,0.5,89.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_90.v,gpt4,H,0.5,90.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.5_91.v,gpt4,H,0.5,91.0,1,1,0,x,761.462771
completions_gpt4/completion_H_t0.5_92.v,gpt4,H,0.5,92.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_93.v,gpt4,H,0.5,93.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.5_94.v,gpt4,H,0.5,94.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_95.v,gpt4,H,0.5,95.0,1,1,0,53255074309018715675849149836701766556017,1980.235768
completions_gpt4/completion_H_t0.5_96.v,gpt4,H,0.5,96.0,0,0,0,,
completions_gpt4/completion_H_t0.5_97.v,gpt4,H,0.5,97.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.5_98.v,gpt4,H,0.5,98.0,1,1,0,x,553.648119
completions_gpt4/completion_H_t0.5_99.v,gpt4,H,0.5,99.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_0.v,gpt4,H,0.7,0.0,1,1,0,73791813186345840899915757172091841299547,276.430847
completions_gpt4/completion_H_t0.7_1.v,gpt4,H,0.7,1.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_2.v,gpt4,H,0.7,2.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_3.v,gpt4,H,0.7,3.0,1,1,0,x,645.070837
completions_gpt4/completion_H_t0.7_4.v,gpt4,H,0.7,4.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_5.v,gpt4,H,0.7,5.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_6.v,gpt4,H,0.7,6.0,1,1,0,73791813186345840899915757172091841299547,272.105471
completions_gpt4/completion_H_t0.7_7.v,gpt4,H,0.7,7.0,1,1,0,x,
completions_gpt4/completion_H_t0.7_8.v,gpt4,H,0.7,8.0,1,1,0,53255074309018715675849149836701766556017,2553.987054
completions_gpt4/completion_H_t0.7_9.v,gpt4,H,0.7,9.0,1,1,0,0,2426.535925
completions_gpt4/completion_H_t0.7_10.v,gpt4,H,0.7,10.0,1,1,0,73791813186345840899915757172091841299547,2165.538812
completions_gpt4/completion_H_t0.7_11.v,gpt4,H,0.7,11.0,1,1,0,905099153250451282968344197162458269695,2165.686268
completions_gpt4/completion_H_t0.7_12.v,gpt4,H,0.7,12.0,1,0,0,,
completions_gpt4/completion_H_t0.7_13.v,gpt4,H,0.7,13.0,1,0,0,,
completions_gpt4/completion_H_t0.7_14.v,gpt4,H,0.7,14.0,1,1,0,x,645.070837
completions_gpt4/completion_H_t0.7_15.v,gpt4,H,0.7,15.0,1,1,0,53255074309018715675849149836701766556017,265.715711
completions_gpt4/completion_H_t0.7_16.v,gpt4,H,0.7,16.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_17.v,gpt4,H,0.7,17.0,1,1,0,0,2327.199737
completions_gpt4/completion_H_t0.7_18.v,gpt4,H,0.7,18.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_19.v,gpt4,H,0.7,19.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_20.v,gpt4,H,0.7,20.0,1,1,0,53255074309018715675849149836701766556017,120.225795
completions_gpt4/completion_H_t0.7_21.v,gpt4,H,0.7,21.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_22.v,gpt4,H,0.7,22.0,1,1,0,73791813186345840899915757172091841299547,2165.538812
completions_gpt4/completion_H_t0.7_23.v,gpt4,H,0.7,23.0,1,1,0,53255074309018715675849149836701766556017,1954.824188
completions_gpt4/completion_H_t0.7_24.v,gpt4,H,0.7,24.0,0,0,0,,
completions_gpt4/completion_H_t0.7_25.v,gpt4,H,0.7,25.0,1,1,0,53255074309018715675849149836701766556017,2021.130231
completions_gpt4/completion_H_t0.7_26.v,gpt4,H,0.7,26.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_27.v,gpt4,H,0.7,27.0,1,1,0,x,553.648119
completions_gpt4/completion_H_t0.7_28.v,gpt4,H,0.7,28.0,1,1,0,x,328.876023
completions_gpt4/completion_H_t0.7_29.v,gpt4,H,0.7,29.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_30.v,gpt4,H,0.7,30.0,1,1,0,53255074309018715675849149836701766556017,221.085695
completions_gpt4/completion_H_t0.7_31.v,gpt4,H,0.7,31.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_32.v,gpt4,H,0.7,32.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_33.v,gpt4,H,0.7,33.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_34.v,gpt4,H,0.7,34.0,1,1,0,905099153250451282968344197162458269695,
completions_gpt4/completion_H_t0.7_35.v,gpt4,H,0.7,35.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_36.v,gpt4,H,0.7,36.0,1,1,0,53255074309018715675849149836701766556017,271.269888
completions_gpt4/completion_H_t0.7_37.v,gpt4,H,0.7,37.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_38.v,gpt4,H,0.7,38.0,1,1,0,53255074309018715675849149836701766556017,264.929279
completions_gpt4/completion_H_t0.7_39.v,gpt4,H,0.7,39.0,1,1,0,73791813186345840899915757172091841299547,2165.686268
completions_gpt4/completion_H_t0.7_40.v,gpt4,H,0.7,40.0,1,1,0,73791813186345840899915757172091841299547,2165.538812
completions_gpt4/completion_H_t0.7_41.v,gpt4,H,0.7,41.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_42.v,gpt4,H,0.7,42.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_43.v,gpt4,H,0.7,43.0,1,1,0,x,2391.441394
completions_gpt4/completion_H_t0.7_44.v,gpt4,H,0.7,44.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_45.v,gpt4,H,0.7,45.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_46.v,gpt4,H,0.7,46.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_47.v,gpt4,H,0.7,47.0,0,0,0,,
completions_gpt4/completion_H_t0.7_48.v,gpt4,H,0.7,48.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_49.v,gpt4,H,0.7,49.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_50.v,gpt4,H,0.7,50.0,1,0,0,,
completions_gpt4/completion_H_t0.7_51.v,gpt4,H,0.7,51.0,0,0,0,,
completions_gpt4/completion_H_t0.7_52.v,gpt4,H,0.7,52.0,1,1,0,53255074309018715675849149836701766556017,2137.96454
completions_gpt4/completion_H_t0.7_53.v,gpt4,H,0.7,53.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_54.v,gpt4,H,0.7,54.0,1,1,0,x,644.13695
completions_gpt4/completion_H_t0.7_55.v,gpt4,H,0.7,55.0,1,1,0,53255074309018715675849149836701766556017,2021.130231
completions_gpt4/completion_H_t0.7_56.v,gpt4,H,0.7,56.0,1,1,0,x,559.546358
completions_gpt4/completion_H_t0.7_57.v,gpt4,H,0.7,57.0,1,1,0,0,552.517623
completions_gpt4/completion_H_t0.7_58.v,gpt4,H,0.7,58.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_59.v,gpt4,H,0.7,59.0,1,1,0,x,673.038323
completions_gpt4/completion_H_t0.7_60.v,gpt4,H,0.7,60.0,1,1,0,53255074309018715675849149836701766556017,264.732671
completions_gpt4/completion_H_t0.7_61.v,gpt4,H,0.7,61.0,1,1,0,x,2391.441394
completions_gpt4/completion_H_t0.7_62.v,gpt4,H,0.7,62.0,1,1,0,x,
completions_gpt4/completion_H_t0.7_63.v,gpt4,H,0.7,63.0,1,0,0,,
completions_gpt4/completion_H_t0.7_64.v,gpt4,H,0.7,64.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_65.v,gpt4,H,0.7,65.0,1,1,0,53255074309018715675849149836701766556017,262.766591
completions_gpt4/completion_H_t0.7_66.v,gpt4,H,0.7,66.0,1,1,0,81918567481372026868420846106904249652919,
completions_gpt4/completion_H_t0.7_67.v,gpt4,H,0.7,67.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_68.v,gpt4,H,0.7,68.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_69.v,gpt4,H,0.7,69.0,0,0,0,,
completions_gpt4/completion_H_t0.7_70.v,gpt4,H,0.7,70.0,1,1,0,x,398.622715
completions_gpt4/completion_H_t0.7_71.v,gpt4,H,0.7,71.0,1,1,0,73791813186345840899915757172091841299547,262.766591
completions_gpt4/completion_H_t0.7_72.v,gpt4,H,0.7,72.0,1,1,0,x,679.62469
completions_gpt4/completion_H_t0.7_73.v,gpt4,H,0.7,73.0,1,1,0,x,553.992182
completions_gpt4/completion_H_t0.7_74.v,gpt4,H,0.7,74.0,1,1,0,x,
completions_gpt4/completion_H_t0.7_75.v,gpt4,H,0.7,75.0,1,1,0,53255074309018715675849149836701766556017,120.225795
completions_gpt4/completion_H_t0.7_76.v,gpt4,H,0.7,76.0,1,1,0,53255074309018715675849149836701766556017,2072.543228
completions_gpt4/completion_H_t0.7_77.v,gpt4,H,0.7,77.0,1,1,0,53255074309018715675849149836701766556017,2148.335612
completions_gpt4/completion_H_t0.7_78.v,gpt4,H,0.7,78.0,1,1,0,53255074309018715675849149836701766556017,262.766591
completions_gpt4/completion_H_t0.7_79.v,gpt4,H,0.7,79.0,1,1,0,53255074309018715675849149836701766556017,262.766591
completions_gpt4/completion_H_t0.7_80.v,gpt4,H,0.7,80.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_81.v,gpt4,H,0.7,81.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_82.v,gpt4,H,0.7,82.0,1,1,0,x,
completions_gpt4/completion_H_t0.7_83.v,gpt4,H,0.7,83.0,1,1,0,53255074309018715675849149836701766556017,2036.269044
completions_gpt4/completion_H_t0.7_84.v,gpt4,H,0.7,84.0,1,1,0,53255074309018715675849149836701766556017,384.761855
completions_gpt4/completion_H_t0.7_85.v,gpt4,H,0.7,85.0,1,1,0,x,
completions_gpt4/completion_H_t0.7_86.v,gpt4,H,0.7,86.0,1,1,0,x,2450.472949
completions_gpt4/completion_H_t0.7_87.v,gpt4,H,0.7,87.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_88.v,gpt4,H,0.7,88.0,1,1,0,905099153250451282968344197162458269695,
completions_gpt4/completion_H_t0.7_89.v,gpt4,H,0.7,89.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t0.7_90.v,gpt4,H,0.7,90.0,1,1,0,x,2468.659189
completions_gpt4/completion_H_t0.7_91.v,gpt4,H,0.7,91.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_92.v,gpt4,H,0.7,92.0,1,1,0,53255074309018715675849149836701766556017,384.761855
completions_gpt4/completion_H_t0.7_93.v,gpt4,H,0.7,93.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_94.v,gpt4,H,0.7,94.0,1,1,0,x,2450.472949
completions_gpt4/completion_H_t0.7_95.v,gpt4,H,0.7,95.0,1,1,0,x,398.622715
completions_gpt4/completion_H_t0.7_96.v,gpt4,H,0.7,96.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t0.7_97.v,gpt4,H,0.7,97.0,1,1,0,53255074309018715675849149836701766556017,2212.380669
completions_gpt4/completion_H_t0.7_98.v,gpt4,H,0.7,98.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t0.7_99.v,gpt4,H,0.7,99.0,1,1,0,73791813186345840899915757172091841299547,276.430847
completions_gpt4/completion_H_t1.0_0.v,gpt4,H,1.0,0.0,1,1,0,73791813186345840899915757172091841299547,297.025535
completions_gpt4/completion_H_t1.0_1.v,gpt4,H,1.0,1.0,1,1,0,x,555.761654
completions_gpt4/completion_H_t1.0_2.v,gpt4,H,1.0,2.0,1,1,0,x,521.99423
completions_gpt4/completion_H_t1.0_3.v,gpt4,H,1.0,3.0,1,1,0,x,766.918643
completions_gpt4/completion_H_t1.0_4.v,gpt4,H,1.0,4.0,1,1,0,53255074309018715675849149836701766556017,220.250111
completions_gpt4/completion_H_t1.0_5.v,gpt4,H,1.0,5.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t1.0_6.v,gpt4,H,1.0,6.0,0,0,0,,
completions_gpt4/completion_H_t1.0_7.v,gpt4,H,1.0,7.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t1.0_8.v,gpt4,H,1.0,8.0,1,1,0,53255074309018715675849149836701766556017,2553.987054
completions_gpt4/completion_H_t1.0_9.v,gpt4,H,1.0,9.0,1,1,0,0,
completions_gpt4/completion_H_t1.0_10.v,gpt4,H,1.0,10.0,0,0,0,,
completions_gpt4/completion_H_t1.0_11.v,gpt4,H,1.0,11.0,1,1,0,73791813186345840899915757172091841299547,120.225795
completions_gpt4/completion_H_t1.0_12.v,gpt4,H,1.0,12.0,1,1,0,x,768.147443
completions_gpt4/completion_H_t1.0_13.v,gpt4,H,1.0,13.0,1,1,0,x,906.264569
completions_gpt4/completion_H_t1.0_14.v,gpt4,H,1.0,14.0,1,0,0,,
completions_gpt4/completion_H_t1.0_15.v,gpt4,H,1.0,15.0,0,0,0,,
completions_gpt4/completion_H_t1.0_16.v,gpt4,H,1.0,16.0,1,1,0,x,2288.812016
completions_gpt4/completion_H_t1.0_17.v,gpt4,H,1.0,17.0,1,1,0,73791813186345840899915757172091841299547,276.430847
completions_gpt4/completion_H_t1.0_18.v,gpt4,H,1.0,18.0,0,0,0,,
completions_gpt4/completion_H_t1.0_19.v,gpt4,H,1.0,19.0,0,0,0,,
completions_gpt4/completion_H_t1.0_20.v,gpt4,H,1.0,20.0,1,1,0,53255074309018715675849149836701766556017,400.490492
completions_gpt4/completion_H_t1.0_21.v,gpt4,H,1.0,21.0,1,1,0,53255074309018715675849149836701766556017,2212.380669
completions_gpt4/completion_H_t1.0_22.v,gpt4,H,1.0,22.0,0,0,0,,
completions_gpt4/completion_H_t1.0_23.v,gpt4,H,1.0,23.0,1,1,0,53255074309018715675849149836701766556017,311.427072
completions_gpt4/completion_H_t1.0_24.v,gpt4,H,1.0,24.0,0,0,0,,
completions_gpt4/completion_H_t1.0_25.v,gpt4,H,1.0,25.0,1,1,0,60471340440931435153322327536637513712731,275.939327
completions_gpt4/completion_H_t1.0_26.v,gpt4,H,1.0,26.0,1,1,0,73791813186345840899915757172091841299547,2165.686268
completions_gpt4/completion_H_t1.0_27.v,gpt4,H,1.0,27.0,1,1,0,81918567481372026868420846106904249652919,550.060022
completions_gpt4/completion_H_t1.0_28.v,gpt4,H,1.0,28.0,0,0,0,,
completions_gpt4/completion_H_t1.0_29.v,gpt4,H,1.0,29.0,1,1,0,53255074309018715675849149836701766556017,400.490492
completions_gpt4/completion_H_t1.0_30.v,gpt4,H,1.0,30.0,0,0,0,,
completions_gpt4/completion_H_t1.0_31.v,gpt4,H,1.0,31.0,1,0,0,,
completions_gpt4/completion_H_t1.0_32.v,gpt4,H,1.0,32.0,0,0,0,,
completions_gpt4/completion_H_t1.0_33.v,gpt4,H,1.0,33.0,1,1,0,x,2137.227251
completions_gpt4/completion_H_t1.0_34.v,gpt4,H,1.0,34.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t1.0_35.v,gpt4,H,1.0,35.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t1.0_36.v,gpt4,H,1.0,36.0,0,0,0,,
completions_gpt4/completion_H_t1.0_37.v,gpt4,H,1.0,37.0,0,0,0,,
completions_gpt4/completion_H_t1.0_38.v,gpt4,H,1.0,38.0,1,1,0,53255074309018715675849149836701766556017,264.929279
completions_gpt4/completion_H_t1.0_39.v,gpt4,H,1.0,39.0,1,1,0,x,651.362293
completions_gpt4/completion_H_t1.0_40.v,gpt4,H,1.0,40.0,1,1,0,73791813186345840899915757172091841299547,2042.511353
completions_gpt4/completion_H_t1.0_41.v,gpt4,H,1.0,41.0,0,0,0,,
completions_gpt4/completion_H_t1.0_42.v,gpt4,H,1.0,42.0,0,0,0,,
completions_gpt4/completion_H_t1.0_43.v,gpt4,H,1.0,43.0,1,1,0,x,70.336514
completions_gpt4/completion_H_t1.0_44.v,gpt4,H,1.0,44.0,1,1,0,53255074309018715675849149836701766556017,276.430847
completions_gpt4/completion_H_t1.0_45.v,gpt4,H,1.0,45.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t1.0_46.v,gpt4,H,1.0,46.0,1,1,0,x,553.648119
completions_gpt4/completion_H_t1.0_47.v,gpt4,H,1.0,47.0,1,0,0,,
completions_gpt4/completion_H_t1.0_48.v,gpt4,H,1.0,48.0,0,0,0,,
completions_gpt4/completion_H_t1.0_49.v,gpt4,H,1.0,49.0,1,1,0,x,2391.441394
completions_gpt4/completion_H_t1.0_50.v,gpt4,H,1.0,50.0,0,0,0,,
completions_gpt4/completion_H_t1.0_51.v,gpt4,H,1.0,51.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t1.0_52.v,gpt4,H,1.0,52.0,1,1,0,53255074309018715675849149836701766556017,2128.576508
completions_gpt4/completion_H_t1.0_53.v,gpt4,H,1.0,53.0,1,1,0,53255074309018715675849149836701766556017,2450.276341
completions_gpt4/completion_H_t1.0_54.v,gpt4,H,1.0,54.0,0,0,0,,
completions_gpt4/completion_H_t1.0_55.v,gpt4,H,1.0,55.0,1,0,0,,
completions_gpt4/completion_H_t1.0_56.v,gpt4,H,1.0,56.0,1,1,0,x,665.518067
completions_gpt4/completion_H_t1.0_57.v,gpt4,H,1.0,57.0,1,1,0,0,622.755829
completions_gpt4/completion_H_t1.0_58.v,gpt4,H,1.0,58.0,1,1,0,905099153250451282968344197162458269695,261.390335
completions_gpt4/completion_H_t1.0_59.v,gpt4,H,1.0,59.0,1,1,0,x,
completions_gpt4/completion_H_t1.0_60.v,gpt4,H,1.0,60.0,1,1,0,53255074309018715675849149836701766556017,264.732671
completions_gpt4/completion_H_t1.0_61.v,gpt4,H,1.0,61.0,1,1,0,53255074309018715675849149836701766556017,219.316222
completions_gpt4/completion_H_t1.0_62.v,gpt4,H,1.0,62.0,1,1,0,x,
completions_gpt4/completion_H_t1.0_63.v,gpt4,H,1.0,63.0,1,1,0,x,
completions_gpt4/completion_H_t1.0_64.v,gpt4,H,1.0,64.0,0,0,0,,
completions_gpt4/completion_H_t1.0_65.v,gpt4,H,1.0,65.0,1,1,0,53255074309018715675849149836701766556017,262.766591
completions_gpt4/completion_H_t1.0_66.v,gpt4,H,1.0,66.0,0,0,0,,
completions_gpt4/completion_H_t1.0_67.v,gpt4,H,1.0,67.0,1,1,0,x,
completions_gpt4/completion_H_t1.0_68.v,gpt4,H,1.0,68.0,1,1,0,73791813186345840899915757172091841299547,
completions_gpt4/completion_H_t1.0_69.v,gpt4,H,1.0,69.0,1,0,0,,
completions_gpt4/completion_H_t1.0_70.v,gpt4,H,1.0,70.0,1,1,0,x,205.455364
completions_gpt4/completion_H_t1.0_71.v,gpt4,H,1.0,71.0,1,1,0,53255074309018715675849149836701766556017,289.554431
completions_gpt4/completion_H_t1.0_72.v,gpt4,H,1.0,72.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t1.0_73.v,gpt4,H,1.0,73.0,1,1,0,x,70.336514
completions_gpt4/completion_H_t1.0_74.v,gpt4,H,1.0,74.0,1,1,0,53255074309018715675849149836701766556017,
completions_gpt4/completion_H_t1.0_75.v,gpt4,H,1.0,75.0,0,0,0,,
completions_gpt4/completion_H_t1.0_76.v,gpt4,H,1.0,76.0,1,1,0,x,645.070837
completions_gpt4/completion_H_t1.0_77.v,gpt4,H,1.0,77.0,0,0,0,,
completions_gpt4/completion_H_t1.0_78.v,gpt4,H,1.0,78.0,0,0,0,,
completions_gpt4/completion_H_t1.0_79.v,gpt4,H,1.0,79.0,1,1,0,25332581750001097921373874441133594001616,628.998126
completions_gpt4/completion_H_t1.0_80.v,gpt4,H,1.0,80.0,1,1,0,53255074309018715675849149836701766556017,2165.686268
completions_gpt4/completion_H_t1.0_81.v,gpt4,H,1.0,81.0,1,1,0,73791813186345840899915757172091841299547,276.430847
completions_gpt4/completion_H_t1.0_82.v,gpt4,H,1.0,82.0,1,1,0,x,662.667253
completions_gpt4/completion_H_t1.0_83.v,gpt4,H,1.0,83.0,1,1,0,53255074309018715675849149836701766556017,2148.335612
completions_gpt4/completion_H_t1.0_84.v,gpt4,H,1.0,84.0,1,1,0,53255074309018715675849149836701766556017,227.573758
completions_gpt4/completion_H_t1.0_85.v,gpt4,H,1.0,85.0,1,1,0,x,553.648119
completions_gpt4/completion_H_t1.0_86.v,gpt4,H,1.0,86.0,1,1,0,0,2431.205364
completions_gpt4/completion_H_t1.0_87.v,gpt4,H,1.0,87.0,1,1,0,36464799982007238890814475526227421655039,
completions_gpt4/completion_H_t1.0_88.v,gpt4,H,1.0,88.0,1,1,0,x,679.62469
completions_gpt4/completion_H_t1.0_89.v,gpt4,H,1.0,89.0,1,1,0,0,565.690359
completions_gpt4/completion_H_t1.0_90.v,gpt4,H,1.0,90.0,0,0,0,,
completions_gpt4/completion_H_t1.0_91.v,gpt4,H,1.0,91.0,1,1,0,x,556.695542
completions_gpt4/completion_H_t1.0_92.v,gpt4,H,1.0,92.0,1,0,0,,
completions_gpt4/completion_H_t1.0_93.v,gpt4,H,1.0,93.0,1,1,0,36464799982007238890814475526227421655039,
completions_gpt4/completion_H_t1.0_94.v,gpt4,H,1.0,94.0,1,0,0,,
completions_gpt4/completion_H_t1.0_95.v,gpt4,H,1.0,95.0,0,0,0,,
